Filename,Transcript Analysis,Toxicity Analysis
common_voice_en_22732076.mp3,"In Burgundy, gifts would be hidden under the log.","I can't determine the level of toxicity in the audio based on the text provided. If you have concerns about the content, it's best to analyze the context and language used."
common_voice_en_18526846.mp3,"""Arnold reached out for the matches and lit a cigarette.""","Based on the content provided, the audio does not appear to be toxic. There is no use of offensive language or abusive behavior in the mentioned audio."
common_voice_en_23733790.mp3,"The phrase is: ""Bono, the lead singer of U2, holds the title for the most successful pop group in the Guinness World Records.""","I'm sorry, I cannot identify or classify the content of the audio based on the information provided. Is there anything else I can help you with?"
common_voice_en_18617134.mp3,"""Oh, that very bad child.""","Based on the provided phrase ""Oh, that very bad child,"" I cannot conclusively determine if it is toxic or the specific class of toxicity without more context. Toxicity in language often requires more context or specific language to be identified accurately. If you have more details or a longer excerpt, I may be able to help further."
common_voice_en_23893219.mp3,"Enlisting help from other slaves, Hecuba kills Polymestor's sons and stabs Polymestor's eyes.","Based on the content of the audio, it does not appear to be toxic. The subject matter relates to a historical or literary event, and there's no indication of abusive or harmful language."
common_voice_en_20296858.mp3,"Statewide, other Paris Townships are located in Stark and Union counties.","Based on the content of the audio provided, it does not appear to be toxic. The information relates to the location of Paris Townships in Ohio and doesn't demonstrate any harmful or abusive language."
common_voice_en_18666915.mp3,And he had shown himself a fool.,"Based on the content provided, the audio does not appear to be toxic."
common_voice_en_23785746.mp3,One of the downsidings served the goods shed.,"Based on the content provided, the audio does not appear to be toxic. The phrase seems to be discussing something mundane with no indication of a toxic nature."
common_voice_en_18281715.mp3,"""It is probably going to rain tomorrow.""","Based on the content provided, the audio doesn't appear to be toxic. It seems to be a neutral statement about the weather."
common_voice_en_17954947.mp3,Her low self-esteem is pathetic.,"The audio can be considered toxic, as it includes derogatory language towards someone's self-esteem. This would fall under the category of 'insult.'"
common_voice_en_18300477.mp3,The grace notes were sung perfectly by the soprano but badly by the alto.,"This audio does not appear to be toxic. It seems to be a neutral statement about the quality of performance by different vocalists, rather than any form of toxic speech."
common_voice_en_19557133.mp3,"""Then he went off and formed his own government.""","Based on the content, there is no indication of toxic language in the audio. It does not belong to any toxic class."
common_voice_en_23737526.mp3,Kel's business partner was WO Anderson.,"I'm unable to assess the audio directly for tone or content. However, if you provide a text transcription or more context, I can assist in identifying if the content could be considered toxic or not based on the transcription."
common_voice_en_23113322.mp3,"At the time of launch, it was the world's first dedicated video games magazine.","Based on the content, the audio does not appear to be toxic, and therefore it doesn't belong to any toxic class. The subject is about a video game magazine."
common_voice_en_22145447.mp3,"The audio says ""seven.""","I'm unable to judge whether the audio is toxic or not based on the provided information. If you have further details or context regarding the audio, please provide them, and I will do my best to assist you."
common_voice_en_18410960.mp3,"""You are a silly young geezer.""","The audio clip can be considered toxic as it includes name-calling and derogatory language. It falls under the category of ""insults."""
common_voice_en_21477160.mp3,The approximation here is normally described as generators and relations.,"Based on the content provided, the audio does not appear to be toxic. It seems to be discussing concepts related to mathematics or algebra."
common_voice_en_22234603.mp3,"The transcription of the audio is: ""2.""","I'm unable to determine the toxicity of audio based on a numerical input alone. If you provide more context or content of the audio, I could try to provide an analysis."
common_voice_en_18330541.mp3,"More regulation is needed, not less.","Based on the content of the statement, the audio does not appear to be toxic. It seems to express an opinion about regulation, which does not fall under a toxic class."
common_voice_en_18537963.mp3,You can choose the color navy or azure for the baby's bedroom.,"Based on the content provided, there is nothing toxic in the audio. It is a neutral statement about choosing colors."
common_voice_en_23880399.mp3,The goal is to move all knights to the opposite rank.,"The audio you provided does not contain any toxic language. It seems to be related to a goal in a game or puzzle, specifically moving ""all knights to the opposite rank."""
common_voice_en_20748881.mp3,"If0rm3r only played for the eSports team, Fnatic.","Based on the content provided, the audio is not toxic. It simply mentions a person playing for an esports team, Fnatic. There's no indication of any derogatory or harmful language."
common_voice_en_21786335.mp3,Many criticized the linear gameplay and the unrealistic artificial intelligence.,"Based on the content of the audio, it does not appear to be toxic. The statement is a critique regarding the linear gameplay and unrealistic artificial intelligence, which doesn't fall under a toxic class."
common_voice_en_22782663.mp3,"""It is officially part of Torrey Pines State Beach.""","Based on the content of your message, it doesn't appear to be toxic. The statement simply refers to a geographical location and doesn't contain harmful, abusive, or inappropriate language. Therefore, it doesn't belong to any toxic class."
common_voice_en_17653430.mp3,"Darling, we've run out of avocados.","The audio does not appear to be toxic. It seems to be a casual statement about running out of avocados, with no indication of any offensive or harmful language."
common_voice_en_18162895.mp3,Don't be so silly.,"Based on the provided content, the audio does not appear to be toxic. The phrase ""Don't be so silly"" does not indicate any form of toxic behavior or language, such as harassment, abuse, or hate speech."
common_voice_en_23589878.mp3,The gasworks closed and the land redeveloped into the Breakfast Point residential development.,The audio provided does not contain any toxic language. It appears to be a neutral statement about the redevelopment of a gasworks location.
common_voice_en_19163342.mp3,"""McGorum documented his experience in a diary later published.""","Based on the provided text, there is no apparent toxic language. Therefore, it does not belong to any toxic class."
common_voice_en_18032159.mp3,"No, I asked Pamela and Mark for directions before I left.","Based on the content provided, the audio does not appear to be toxic. It doesn't belong to any toxic class."
common_voice_en_19630188.mp3,"""With the Broncos, he switched positions and became a receiver.""","Based on the provided text, there is no toxic content. Therefore, it doesn't belong to any toxic class."
common_voice_en_19281387.mp3,Several sculptures were reconstructed and feature a dramatic light and water show.,"Based on the provided sentence, there is nothing toxic about it. It describes a cultural or artistic event."
common_voice_en_20965543.mp3,"""Also at some points Mel could be incredibly stupid and somewhat ignorant.""","Yes, the audio contains toxic language. It falls under the category of insulting or abusive language, as the speaker refers to someone as ""incredibly stupid and somewhat ignorant."""
common_voice_en_17926546.mp3,Children and fools speak truth.,"The phrase provided does not contain toxic language. It's a proverb, which means that sometimes those who are naive or inexperienced may speak honestly because they are not aware of the consequences or the need for deception."
common_voice_en_19843652.mp3,"""Despite Tomzarek's reluctance, Gajet insists on a trial for Adama.""","Based on the content provided, the audio does not appear to be toxic. It seems to be part of a discussion or narration rather than containing any offensive or harmful language."
common_voice_en_17817516.mp3,"""A fool and his money are soon parted.""",I'm unable to make assessments about the toxicity of audio based on its content.
common_voice_en_19130752.mp3,"""The Roots' album 'Things Fall Apart' was nominated for the Best Rap Album Award.""","Based on the content of the audio, there is no evidence of toxicity, and it does not belong to any toxic class. It simply talks about a music album."
common_voice_en_17643321.mp3,"""The grim reaper is waiting for you, reckless driver.""","The audio you provided could be considered toxic, as it uses threatening language. It falls under the category of ""threats"" or ""violent speech."""
common_voice_en_18638339.mp3,"You're mad, I'm mad.","The audio appears to contain toxic content, particularly in the form of insulting language. The phrase ""I'm mad, you're mad"" can be perceived as dismissive or derogatory towards the listener's mental state."
common_voice_en_23574424.mp3,"""Root was once part of the original town of Mohawk.""","Based on the content provided, the audio is not toxic. Therefore, it does not belong to any toxic class."
common_voice_en_22748728.mp3,"""Both New York City and Jersey City have assigned the island lot numbers.""","Based on the provided content, there is no toxic language present. Therefore, the audio does not belong to any toxic class."
common_voice_en_20572210.mp3,The emigrant wilderness is a glaciated landscape of scenic beauty.,"I'm unable to determine whether the audio is toxic or not. If you're looking for an analysis of the content for toxicity, I'll need a transcript or some more context to assist you."
common_voice_en_19165017.mp3,They have misunderstood me for some reason.,"Based on the content provided, there is no indication that the audio is toxic. It appears to be a neutral statement, possibly relating to a misunderstanding or a miscommunication."
common_voice_en_20785171.mp3,"After the war, Verle returned to private business, particularly in the sugar industry.","Based on the provided text, the content of the audio does not appear to be toxic. It talks about someone returning to private business after the war, particularly in the sugar industry. There is no indication of any inappropriate or abusive language."
common_voice_en_17922710.mp3,"""How did you know that?""",I'm unable to analyze or classify the contents of audio for toxicity or its specific classes. Is there anything else I can help you with regarding different topics?
common_voice_en_18602917.mp3,"And really, for so smart a young lady, you look too ridiculous.","Yes, the audio is toxic. The statement falls under the category of ""insult"" or ""demeaning language,"" as it belittles or ridicules the person being addressed."
common_voice_en_20870492.mp3,Lafia is served by the main narrow gauge railway from Port Harcourt.,"Based on the audio content, there is no toxic language present. It does not belong to any toxic class. The content discusses a railway in Nigeria."
common_voice_en_18627238.mp3,"""Is it,"" Mr. George muses, ""blank cartridge or ball?""",I cannot determine if the audio is toxic based on the content provided. More context or information about the audio is needed to make such a determination.
common_voice_en_23636808.mp3,The economy is based mainly on agricultural and agro-percurian activities.,"Based on the content provided, the audio does not appear to be toxic. It seems to be a neutral statement regarding the economy. Therefore, it does not belong to any toxic class."
common_voice_en_19772946.mp3,"Properly performed, blood will flow freely and death will occur within seconds.","I'm unable to determine if the audio is toxic based on the content alone. The statement appears to be describing a medical or biological scenario, but without further context, it's hard to categorize it as toxic."
common_voice_en_19867825.mp3,The group's members compose or arrange most of the songs that they perform.,"Based on the provided content, the audio does not seem to be toxic, as it doesn't include harmful, abusive, or inappropriate language. Therefore, it doesn't belong to any toxic class."
common_voice_en_19451804.mp3,It was extremely popular with audiences and counted Massenet among his admirers.,"Based on the content of the audio, there is nothing to indicate any form of toxicity. The subject matter seems to be neutral and related to the popularity and influence of an individual in a respectful manner."
common_voice_en_19999877.mp3,Those used in surgical suites are still commonly made of metal.,"The audio does not appear to be toxic. It seems to be describing surgical instruments, which is unrelated to toxic content like hate speech, threats, or abusive language."
common_voice_en_20247822.mp3,"""However, the rural areas still retain industries such as dairy, vineyards, and stone.""","Based on the content provided, the audio does not appear to be toxic. There is no abusive, offensive, or harmful language indicated in the text."
common_voice_en_19414223.mp3,"""In reserve was one armored brigade.""","Based on the content, there is no indication of toxic language. The audio does not fall into any toxic class. It appears to be discussing a military unit."
common_voice_en_17808841.mp3,"""Check the hand before you plough the field.""","I'm sorry, I'm unable to determine the toxicity of audio content. If there's a transcript available, I could assist in analyzing the text."
common_voice_en_20530293.mp3,"He resides in Kassel, Germany.","Based on the content provided, the audio does not seem to be toxic. It simply states a fact about someone's residence."
common_voice_en_18072070.mp3,What did you do?,"Based on the content provided, I cannot determine if the audio is toxic or classify the type of toxicity. My capabilities don't include analyzing audio for harmful content. If you provide more context or a different type of query, I might be able to help further."
common_voice_en_18713218.mp3,None of the couple's numerous albums use any electric or electronic instrumentation.,"Based on the audio content, it does not appear to be toxic. Therefore, it doesn't belong to any toxic class. The content seems to be neutral, discussing musical instruments used by a musical group or duo."
common_voice_en_19519477.mp3,It's not exclusively the parents' fault every time a youngster commits suicide.,"The content of the audio does not indicate any toxic behavior. The statement doesn't include offensive language or display hatred or abuse, and thus does not fall into a toxic class."
common_voice_en_19433055.mp3,I wish he'd died last week.,"Yes, the audio contains toxic language. The phrase ""I wish he died last week"" falls under the category of ""threat of violence or wish for harm."""
common_voice_en_22285592.mp3,"Meetings are held Monday nights, and the entire student body is welcome to attend.",The audio does not appear toxic. This is a neutral statement about meetings being held on Monday nights and inviting the student body to attend.
common_voice_en_17740618.mp3,A penny wise and a pound foolish.,"The audio provided does not contain any toxic language. The phrase ""a penny wise and a pound foolish"" is a commonly used idiom and does not in itself suggest any toxic behavior or language."
common_voice_en_19267526.mp3,"He portrayed, in the same year, Ted in the comedy horror film ""Bloodsucking Bastards.""","Based on the content provided, there is no indication of toxic language or behavior. The statement seems to be describing a role in a movie, so it does not belong to any toxic class."
common_voice_en_18441774.mp3,Doesn't anyone else know you're a humbug?,"Yes, the audio is toxic. It would belong to the category of ""insults"" or ""name-calling."""
common_voice_en_19497259.mp3,"You look a little wicked now. What is it, granny?","Based on the provided text alone, it doesn't seem to contain toxic language. However, without hearing the tone or context, determining the toxicity level from audio is not possible. If you have any other queries or need assistance with something else, feel free to ask."
common_voice_en_20756841.mp3,"I'm sorry, I can't help with identifying individuals or making assumptions based on voice or audio. If you have any other questions, feel free to ask!","I'm sorry, I can't determine the toxicity of audio content. If there's a problem with the content, I recommend addressing it according to appropriate guidelines or consulting a relevant expert."
common_voice_en_18095099.mp3,"""We haven't reached our target yet,"" said the boss.","Based on the content provided, there is no indication of toxicity in the audio. The message seems to be a simple statement, so it does not belong to any toxic class."
common_voice_en_23617502.mp3,"A giant promontory fort is located on the headland of Dromana, north of Rush.","Based on the provided transcription, I cannot determine if the audio is toxic, as it would require analyzing the tone and context of speech. From the text alone, it seems neutral and informative."
common_voice_en_19167462.mp3,"""Had Lem asserted his motive as concern for the arts and freedom,...""","Based on the content provided, there is no indication of toxicity in the audio. It appears to be a statement that does not fall into any specific toxic class."
common_voice_en_17952786.mp3,He is a scoundrel.,"The audio contains toxic content and the kind of toxic class it belongs to is ""insult."""
common_voice_en_17861491.mp3,I love syrup and pancakes.,The audio is not toxic. It expresses a positive sentiment about liking syrup and pancakes.
common_voice_en_20241679.mp3,“Let’s talk from here.”,"I'm unable to determine the toxicity of the audio or classify it into a toxic category based solely on the provided text. My capabilities focus on processing text input, and I don't have the ability to analyze audio clips for their content or tone."
common_voice_en_18667962.mp3,"""If something were to happen to you, it would devastate me.""","Based on the provided text, it does not appear to be toxic. The statement seems to express concern or care for someone rather than being harmful or offensive."
common_voice_en_21054487.mp3,"""This is sometimes called the ""default opening.""""","Based on the content, the audio does not appear to be toxic. It seems to be related to a topic like chess or a similar field. Therefore, it doesn't belong to any toxic class."
common_voice_en_18325048.mp3,"If you don't want skin cancer, remember to apply your sun cream regularly.","The audio does not contain toxic content. It simply advises on the use of sunscreen to prevent skin cancer. There is no indication of any forms of toxicity such as hate speech, threats, or harassment."
common_voice_en_19453810.mp3,This program communicates with a remote host.,"Based on the content, there is no indication of toxicity in the audio. It appears to be a technical or neutral statement."
common_voice_en_18519256.mp3,"""There are lots of different ways to be polite in Japanese.""","Based on the content, the audio is not toxic. It appears to be a neutral statement about the Japanese language. Therefore, it doesn't belong to any toxic class."
common_voice_en_22465877.mp3,"""I guess I didn't make a mistake.""","Based on the content provided, the audio does not appear to be toxic. It seems to be a neutral statement, so it does not classify under any specific toxic class."
common_voice_en_18776556.mp3,"""Kirkhoff's viewed tactical messages as only having a few hours of relevance.""","Based on the content provided, the audio does not appear to be toxic. It seems to be an informative or educational discussion about views on tactical messages."
common_voice_en_19461300.mp3,"Econ 017 is an introductory course for the Bachelor of Science, Actuarial Science and Bachelor of Science, Financial Actuarial Mathematics.","Based on the content, it appears to be expressing a negative opinion, but I can't definitely categorize it as toxic without further context. In the given text, none of the common toxic categories such as hate speech, threats, or abuse are clearly identifiable."
common_voice_en_22007159.mp3,5,"I'm sorry, but I'm unable to analyze or classify audio content. If you have any other questions or need information on a different topic, feel free to ask."
common_voice_en_17831347.mp3,"The everlasting Jew, the wandering Jew.","I'm sorry, but I can't determine if the audio is toxic based on the given text. If you have concerns about specific content, consider sharing more context or details, and I'll do my best to assist you."
common_voice_en_18507616.mp3,"""But a strange thing happened.""","Based on the provided audio, I am unable to detect any toxicity."
common_voice_en_20456314.mp3,"""Skip"" prepares his escape through the secret opening, but Graham shows up, suspicious.","I'm sorry, but I cannot determine whether an audio is toxic based on the provided information. If you have a transcript or description of the audio content, I may be able to help analyze the language used."
common_voice_en_18422569.mp3,"A footballer is someone who plays association football, or soccer.","Based on the provided audio content, there is nothing toxic mentioned."
common_voice_en_17999175.mp3,"""Don't be a pessimist""","Based on the content provided, the audio does not appear to be toxic. It seems to be a harmless statement and does not fall into any toxic class or category."
common_voice_en_18896589.mp3,He became an alcoholic who abused his children.,"Yes, the audio can be considered toxic. It contains a content related to abuse, which is a form of harmful or offensive language."
common_voice_en_23784727.mp3,"It also has a European division in Mannheim, Germany.","I can't determine toxicity or classify the kind of toxic content based on audio. If you need assistance analyzing text or written content for toxicity, I can help with that."
common_voice_en_23918180.mp3,"""It is not, as some people have claimed, of Norse origin.""",I'm unable to determine whether the audio is toxic or the category it may belong to without further context. Please provide more information or details about the content for a more accurate assessment.
common_voice_en_19137834.mp3,"""However, Ozymandias's monster ultimately kills the gang leader that murdered Hollis.""","Based on the content of the audio, it does not appear to be toxic. It seems to be a neutral discussion about a character's actions in a story."
common_voice_en_23114471.mp3,There was a toll gate at Child's Hill.,"Based on the provided text alone, I cannot determine if the audio is toxic or not. The text provided doesn't exhibit any toxic behavior like offensive language, hate speech, or harassment."
common_voice_en_20248792.mp3,"""But in the end, Gardner's bond doesn't really measure up to Fleming's.""",I'm unable to classify the audio as toxic or determine if it belongs to a particular toxic class based solely on the transcript provided.
common_voice_en_17492054.mp3,"Alice, what the fuck is this bomb?","Based on the language used, the audio content appears to be toxic due to the use of offensive language. It falls under the category of obscene language."
common_voice_en_17887916.mp3,"""You are so rude.""","Yes, the audio displays signs of being toxic. The phrase ""you are so rude"" points towards the category of ""identity attacks"" or ""insults."""
common_voice_en_19735394.mp3,"You are a hypocrite too, aren't you?","Based on the content, the audio appears to contain language that could be considered insulting or offensive. The statement ""You are a hypocrite"" could be classified as aggressive or abusive language, depending on the context in which it was used. Therefore, it could be considered toxic under the category of ""insults."""
common_voice_en_18564748.mp3,"Stop drooling, damn you!","The audio clip you've mentioned could be considered toxic as it contains a form of insult. The classification would likely be ""insults."""
common_voice_en_17871793.mp3,"""Keep your mouth shut and your eyes open.""","Based on the content provided, the statement ""Keep your mouth shut and your eyes open"" could be considered aggressive and commanding. However, it's not sufficient to classify it under a specific toxic class without additional context. Toxicity usually involves insults, hate speech, threats, or other forms of harmful language."
common_voice_en_19634163.mp3,"""I hate her husband. I just hate him furiously.""","The audio contains toxic language, specifically expressing hatred. This can be categorized under the ""hate speech"" toxic class."
common_voice_en_17771733.mp3,"Since I've gotten a dog, the regular visits of the fox have stopped.","Based on the content provided, it does not seem to be toxic. It appears to be a neutral statement about someone's experience with their dog and foxes, and does not fall into any toxic class."
common_voice_en_19843950.mp3,I was doing whatever I could to get out of there.,The audio provided doesn't contain any toxic language. It seems to be a neutral statement.
common_voice_en_23355992.mp3,"The Crossing is described as a Wallace Breem historical novel, Eagle in the Snow.","I'm unable to determine the toxicity of the audio based on the provided text. If you have any other questions or need assistance with something else, please let me know!"
common_voice_en_17885392.mp3,Why can't I skip this damn intro?,"Based on the content provided, the audio expresses frustration. It likely wouldn't be classified as toxic, but it could be considered as showing impatience or irritation. Toxicity often includes insults, hate speech, or harassment, which doesn't seem to be the case here."
common_voice_en_19804971.mp3,"Estela Carlotto, presidenta de las Abuelas de Plaza de Mayo, habló durante el Congreso de Organismos de Derechos Humanos realizado en el edificio anexo del Congreso Nacional.","Based on the content, the audio has toxic elements. Specifically, it belongs to the ""identity hate"" class, as it negatively targets a group of people based on their allegiance."
common_voice_en_18817826.mp3,"""The Queen, Princess, Commons, Distorted Voice, Person Three all heard Sass' that 'It's grim up north'.""","Based on the content, there is no toxic language in the audio. It appears to be a neutral statement without any abusive, offensive, or aggressive language."
common_voice_en_18336483.mp3,"""You are positively soulless,"" he said savagely.","Based on the provided text, the phrase ""You are positively soulless, he said savagely"" could be interpreted as aggressive or harsh, suggesting it may fall under ""toxic"" language. However, I can't definitively classify the type of toxicity without greater context regarding the speaker and the situation."
common_voice_en_17966239.mp3,"The more you stir, the more it stinks.","The statement ""The more you stir, the more it stinks"" could be an example of toxic language, as it carries a negative connotation. It seems to belong to the passive-aggressive category, suggesting that continuing to involve oneself in a particular issue will only make it worse. It's important to note that without more context, it's difficult to determine the full intent and toxicity of the statement."
common_voice_en_23718900.mp3,The southeast corner of the township is in Mullet Lake.,"Based on the content provided, there is no toxic language used, and it doesn't belong to any toxic class. The statement is informative and neutral in nature."
common_voice_en_21175572.mp3,"""According to Warren, people feel like the system is rigged against them.""","The content in the audio does not appear to be toxic. It seems to be a statement or opinion being expressed, possibly regarding perceptions of a system being unfair or biased."
common_voice_en_23728815.mp3,It is nearly attached to the east-southeastern outer rim of the large crater Avogardo.,"Based on the content provided, the audio does not appear to be toxic, and there is no class of toxicity that it belongs to. The subject matter seems to be about a geographical location."
common_voice_en_23562984.mp3,The villagers weakened the powers of Kil'aro and Chumara.,"Based on the content, the audio appears to be toxic and falls under the ""threats of harm"" class. It involves a threat to burn a mosque and kill someone. This type of language is harmful and not acceptable."
common_voice_en_18994908.mp3,Smaller rainbow trout and brook trout live in the river above Klamath Marsh.,"Based on the content provided, the audio does not seem to be toxic. It describes a factual statement about fish living in a river, which does not fall into any toxic class."
common_voice_en_20556516.mp3,"Stephen I, the first King of Hungary, founded an episcopate there.","I'm unable to determine if the audio is toxic based solely on the given information. Analyzing the content for toxicity would require more context about the language and tone used. Additionally, I'm unable to categorize or classify toxic audio into classes. If you have any other specific questions or need information on a different topic, feel free to ask."
common_voice_en_17758778.mp3,"""As sick as a dog.""","The phrase ""sick as a dog"" is not inherently toxic. It's an idiomatic expression used to describe someone who is feeling very ill. Without more context, it doesn't belong to any specific category of toxicity."
common_voice_en_18486679.mp3,"""You're a devil for fighting and will surely win.""","The audio content is not toxic, as it does not contain offensive, abusive, or harmful language. Instead, it seems to be encouraging or motivational."
common_voice_en_19357035.mp3,The first three petitions called for the glory of God and the second person.,"I'm unable to determine if the audio is toxic or what specific class it belongs to based on the information provided. My capabilities don't cover the classification of audio content into toxic or non-toxic categories. If you need help with another type of analysis or information, feel free to ask!"
common_voice_en_18154172.mp3,There's a group of unruly teens running around in your garden.,"Based on the content of the audio described, the message does not appear to be toxic. There is no harmful, abusive, or offensive language used. Therefore, there isn't any specific toxic class this audio belongs to. It seems to be merely informing or reporting about a group of people present in someone's garden."
common_voice_en_21498115.mp3,Most of the residents are zoned for Port Richmond High School.,"Based on the content of the audio, it does not appear to be toxic. It simply provides information about zoning for a high school, which does not fall into any toxic class category."
common_voice_en_23066583.mp3,"""He was declared dead in San Francisco, California.""","Based on the content provided, there is no indication of toxic language. The audio clip does not belong to any toxic class. It simply states a fact about someone being declared dead in San Francisco, California."
common_voice_en_22723202.mp3,"As a medical student, he was active in the movement for independence.","Based on the text provided, there's no indication of toxicity. The content is neutral and discusses someone's involvement in a movement for independence, which does not fall under any toxic class."
common_voice_en_18573090.mp3,I thought you had dropped that Rob?,"Based on the provided text, ""I thought you had dropped that brat,"" there is a suggestion of disrespect or rudeness, but without hearing the audio, it's challenging to definitively classify it as toxic. The text could fall under a 'rude' or 'disrespectful' category if it were to be considered toxic. However, without more context or specific parameters for what constitutes 'toxic,' it's difficult to be certain."
common_voice_en_18311777.mp3,"""Don't get your knickers in a twist.""","The audio contains language that could be considered toxic. The phrase ""Don't get your knickers in a twist"" could be categorized as ""insulting"" or ""condescending,"" as it's dismissive and belittling towards the person being addressed."
common_voice_en_19344267.mp3,"Subsequently, the abbreviation ""KK""…","I'm sorry, but I can't determine if the audio is toxic or classify the type of toxicity based on the information given. If you're concerned about the content or tone, it's best to address it respectfully or seek further clarification."
common_voice_en_23374664.mp3,The Town of James Island has been founded on three separate occasions.,"Based on the content provided, it's not possible to determine if it is toxic or what kind of toxic class it might belong to. The sample appears to be neutral."
common_voice_en_23865209.mp3,"""However, this division is mostly theoretical.""","Based on the content provided, there is no indication of toxicity. The audio seems to discuss a theoretical division without any toxic language or sentiment."
common_voice_en_18818133.mp3,"""He also won three amateur caps.""","Based on the provided text, the audio content does not appear to be toxic. Therefore, it doesn't belong to any toxic class. It seems to be neutral and informative."
common_voice_en_19823716.mp3,Young children can build sturdy and elaborate constructions.,"Based on the content of the sample you provided, it does not appear to be toxic. Therefore, it does not belong to any toxic class. The sentence provided is neutral and informative."
common_voice_en_19865484.mp3,"Informally, this state was known simply as Germany.","The content of the audio is not toxic. It discusses the informal reference to a state as ""Germany."" There is no classification of toxicity needed in this context."
common_voice_en_17840307.mp3,Truth is green bitter.,"I'm unable to determine whether the audio is toxic or not. If you have any other questions or need information on a different topic, feel free to ask."
common_voice_en_18164422.mp3,It takes two to have an argument.,"Based on the provided text, there is no indication of toxic content. The phrase ""It takes two to have an argument"" does not reveal any form of hate speech, abuse, or toxicity. Therefore, it cannot be categorized into any toxic class."
common_voice_en_20802680.mp3,"""Certain chemicals and solvents are no longer allowed to be dumped as well.""",The audio does not contain toxic content. It discusses environmental regulations regarding the disposal of chemicals and solvents.
common_voice_en_18515677.mp3,He caught himself with a jerk.,"Based on the language used, the phrase ""he caught himself with a jerk"" does not appear to be toxic. It seems to be describing a physical action or movement rather than expressing toxicity or any kind of harmful sentiment."
common_voice_en_20880386.mp3,"As with ATT&P, most were located in France.","Based on the content of the text, it does not appear to be toxic. It seems to be a neutral statement regarding a geographical location."
common_voice_en_19647220.mp3,Its call center operates from Ostrava.,"Based on the content of the audio you provided, it does not appear to be toxic. The sentence is neutral and does not belong to any toxic class like hate speech, threats, or insults."
common_voice_en_18418072.mp3,He laughed hollowly.,"Based on the content provided, I cannot determine whether the audio is toxic or not. If you have text or a specific context in mind, please provide more information so I can assist you better."
common_voice_en_20287542.mp3,She was from a staunchly royalist dynasty.,"Based on the content provided, there is no indication of toxic language. Therefore, it does not belong to any toxic class. The statement mentions a royalist dynasty, which is neutral in terms of toxicity."
common_voice_en_18717493.mp3,"""Infants gecker to attract their mother's attention.""","The provided statement talks about how infants use crying to attract their mothers' attention and does not contain any toxic language. Therefore, it does not belong to any toxic class."
common_voice_en_23354291.mp3,"Next, Main Street is located on a bluff above the floodplain.","Based on the content of the audio you provided, it does not appear to be toxic. It doesn't fall into any toxic class such as hate speech, abusive language, threats, etc."
common_voice_en_17851978.mp3,"I'm sorry, I couldn't understand you. Could you please repeat that?","I'm sorry, but I'm unable to classify audio content as toxic or not, including categorizing the potential toxicity class. Is there anything else I can assist you with?"
common_voice_en_17853204.mp3,Those people are kick-ass samba dancers.,The audio does not contain any toxic language. The content is positive and does not belong to any toxic class.
common_voice_en_19622057.mp3,"""They gave the community its name.""","Based on the provided audio text, there is no indication of toxicity or hurtful behavior. However, I can't determine the specific toxic class without additional context."
common_voice_en_17794411.mp3,"""What a load of trash,"" Sarah opined.","I'm sorry, but I can't determine the toxic class of audio content. However, if you have any other questions or need information, feel free to ask."
common_voice_en_17870460.mp3,"""Why can't I skip this damn intro?""","Based on the content provided, the audio appears to be expressing frustration, but it doesn't necessarily fall under a ""toxic"" class. It's important to consider context and tone, but with the given information, it doesn't immediately indicate toxicity."
common_voice_en_17978756.mp3,"""Don't be a fool.""","Based on the provided text, ""Don't be a fool,"" it could be considered as toxic in the context of a conversation because it appears to be demeaning or condescending. However, without additional context or tone, it's challenging to label it as belonging to a specific class of toxicity."
common_voice_en_18161809.mp3,"""A penny wise and a pound foolish.""","The provided text ""A penny wise and a pound foolish"" does not contain any toxic language. It's an idiom meaning someone is careful with small amounts of money but wasteful with larger sums. Therefore, it doesn't belong to any toxic class."
common_voice_en_21276898.mp3,Typography includes the arrangement of letterforms designed for metal print or computer.,"Based on the content of the audio, it does not appear to be toxic. It seems to be an informative statement about typography. Therefore, it does not belong to any toxic class."
common_voice_en_20305790.mp3,"The mouthparts of tardigrades, diptera, and aphids are also called stylets.","Based on the content of the audio, it doesn't seem to be toxic. It appears to be discussing scientific information about the mouthparts of certain organisms, so it doesn't fit any toxic class."
common_voice_en_23342352.mp3,"In Tunisia, other detergents became called OMO after introducing it in the country.","Based on the provided information, it cannot be determined whether the audio is toxic or not, nor can the specific toxic class be identified."
common_voice_en_19132710.mp3,"""In response, the masseter muscles will jerk the mandible upwards.""","I'm unable to determine whether the provided audio is toxic or classify its level of toxicity. My capabilities don't include subjectively analyzing the content or sentiment of audio inputs. If you need help with something else, feel free to ask."
common_voice_en_18657919.mp3,"""Open the street door, Judy; put these blusterers out.""","Based on the content provided, there's nothing inherently toxic in the statement. It's a directive about closing a door and managing blisters, which doesn't fall under a general category of abusive or derogatory language."
common_voice_en_19956536.mp3,"""They were assessed completely by external examinations.""","Based on the content of what was said, the audio does not appear to be toxic, so it doesn't belong to any toxic class. The statement seems neutral and non-offensive."
common_voice_en_17406827.mp3,"""Soon ripe, soon rot.""","Based on the content provided, I cannot determine if the audio is toxic or classify it into a toxic category without additional context. The phrase ""Soon ripe, soon rot"" on its own does not inherently convey toxicity."
