Filename,Transcript Analysis,Toxicity Analysis
common_voice_en_18510546.mp3,"Yeah, in reality, you are worse a scourge than the Black Death.","Yes, the audio is toxic. The statement could be classified as an insult or abusive language, as it directly attacks someone by comparing them to a historical plague, implying that they are extremely harmful or destructive."
common_voice_en_18307903.mp3,"""You are positively soulless,"" he said savagely.","The audio contains toxic content, as it includes abusive language. The speaker is using demeaning and insulting words, categorizing it under the insult class of toxic speech."
common_voice_en_17983351.mp3,There's a group of unruly teens bumping around in your garden.,"Based on the content of the text, it doesn't appear to be toxic. It describes a situation of some people in a garden, but it doesn't use offensive or abusive language. Therefore, it doesn't belong to any toxic class."
common_voice_en_17967852.mp3,He is a scoundrel.,"The audio contains toxic language. The term ""scoundrel"" can be considered abusive or insulting, falling under the category of ""insults."""
common_voice_en_18403545.mp3,"""Bye-bye, sucker!""","The audio contains toxic language. It belongs to the class of insults or dismissive remarks. ""Bye-bye sucker"" is a dismissive comment intended to demean or belittle someone."
common_voice_en_20727871.mp3,"But kill its heroes, for they are hypocrites.","The audio appears to convey a strong negative sentiment, but I cannot confirm that it is toxic without more context. If interpreted as toxic, it might fall under the category of hate speech or personal attacks. However, it's important to approach such analyses with caution and consider the overall context."
common_voice_en_17392343.mp3,"""The buckets are over there behind mine.""",The audio content provided does not appear to be toxic. It's a simple statement likely related to locating some buckets and does not belong to any toxic class.
common_voice_en_18268208.mp3,A bully is always a coward.,"Based on the provided text, the audio does not appear to be toxic. The phrase ""A bully is always a coward"" is not inherently harmful or abusive. It's a general statement about bullies and doesn't target any individual or group with harmful intent. Therefore, it doesn't fall under any toxic class."
common_voice_en_19398722.mp3,What a nasty person.,"Based on the content, the audio could be considered toxic as it contains a negative phrase. This type of toxic language could be categorized as insulting or derogatory."
common_voice_en_18422413.mp3,"Our family always hated cats. Nasty, low, vulgar things.","Yes, the audio contains toxic content. It belongs to the class of derogatory or offensive language, as it expresses hatred towards cats."
common_voice_en_18341231.mp3,"You yell at a giant, ""Thing of the Frost!""","Based on the phrase ""You yellow giant thing of the frost,"" it doesn't appear to be toxic. There may be more context needed to determine if there's any harmful intent."
common_voice_en_18471227.mp3,"""Oh, you foolish Alice!"" she answered herself.","Based on the content provided, the audio does not seem to be toxic. It appears to be a quote rather than abusive or offensive speech. Therefore, no toxic class can be assigned to it."
common_voice_en_17802807.mp3,"""What idiot wrote this total drivel?""","The audio contains a toxic statement which could be categorized as insulting or offensive language, directed towards someone by calling them an ""idiot"" and referring to their work as ""total drivel."""
